,booking_count,age_in_days,core_earning,active_days,followers,company tier numerical,college tier numerical,years of experience,# of posts/week,avg engagement per post last 30 days,# of Posts last 30 days,# of Comments last 30 days,# of Reactions last 30 days,gender_score,# of promotional posts,target_score
611,9,57,1150,57,43458.0,7.0,8.0,10.0,3.818181818,22.11111111,17.0,4.0,17.0,1,1.0,1
612,9,21,0,21,599.0,10.0,10.0,19.0,0.245614035,14.5,0.0,0.0,0.0,1,0.0,0
613,9,45,0,45,6210.0,7.0,8.0,4.0,1.596491228,32.15384615,6.0,1.0,4.0,1,2.0,0
614,9,3,0,3,2385.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
615,9,30,5198,30,9946.0,5.0,7.0,4.0,0.760869565,25.6,4.0,0.0,2.0,1,1.0,1
616,9,10,0,10,7542.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
619,9,40,0,36,78066.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
620,9,12,500,12,6389.0,8.0,9.0,5.0,2.423076923,170.2222222,9.0,4.0,3.0,1,4.0,1
621,9,16,2150,16,2277.0,9.0,7.0,5.0,0.859649123,50.14285714,5.0,3.0,0.0,0,3.0,1
622,9,16,3200,16,10417.0,10.0,9.0,6.0,1.596491228,162.6923077,12.0,6.0,4.0,1,5.0,1
623,9,26,2938,20,10046.0,8.0,8.0,7.0,21.0,13.55555556,9.0,2.0,9.0,1,2.0,1
624,8,125,0,125,3907.0,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
626,8,42,1525,42,43643.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
627,8,20,0,20,5847.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
630,8,59,0,59,2410.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
631,8,151,0,151,705.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
634,8,66,0,66,13347.0,8.0,8.0,4.0,0.736842105,191.8333333,5.0,4.0,1.0,1,4.0,0
635,8,125,741,125,53640.0,9.0,8.0,3.0,7.0,510.5,2.0,5.0,8.0,1,1.0,1
636,8,88,0,88,8539.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
637,8,129,0,101,1237.0,8.0,8.0,8.0,1.590909091,7.8,5.0,2.0,0.0,1,2.0,0
639,8,75,0,75,9258.0,8.0,8.0,3.0,1.228070175,20.7,9.0,4.0,3.0,1,7.0,0
640,8,68,3499,68,6904.0,9.0,7.0,3.0,2.210526316,13.27777778,8.0,2.0,3.0,1,0.0,1
642,8,43,0,43,13309.0,7.0,8.0,14.0,13.04545455,13.14634146,41.0,4.0,30.0,1,4.0,0
643,8,57,5092,57,6030.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
645,8,8,542,8,16592.0,8.0,8.0,1.0,1.75,139.0,2.0,1.0,1.0,0,0.0,1
646,8,45,0,45,935.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
648,8,75,5200,75,5349.0,8.0,8.0,0.0,0.237288136,164.0,1.0,0.0,0.0,0,1.0,1
649,8,48,0,48,2981.0,8.0,8.0,2.0,0.368421053,89.0,2.0,0.0,2.0,1,2.0,0
650,8,1,4260,1,804.0,7.0,9.0,2.0,0.21875,32.0,0.0,0.0,0.0,1,0.0,1
651,8,0,0,0,1555.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
652,8,7,0,7,544.0,7.0,9.0,6.0,1.473684211,20.0,9.0,3.0,1.0,1,5.0,0
654,8,42,0,42,5979.0,10.0,8.0,13.0,0.245614035,20.5,1.0,0.0,0.0,0,0.0,0
655,8,69,0,69,8120.0,7.0,7.0,6.0,0.736842105,19.5,3.0,0.0,1.0,1,0.0,0
656,8,80,8,44,9287.0,8.0,8.0,7.0,3.5,31.0,1.0,1.0,1.0,1,0.0,0
658,8,20,0,20,4337.0,9.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
659,8,43,0,43,3795.0,10.0,7.0,4.0,0.368421053,41.66666667,1.0,0.0,0.0,1,0.0,0
660,8,43,2296,43,13741.0,10.0,7.0,4.0,0.98245614,101.625,3.0,1.0,1.0,1,0.0,1
661,8,18,2500,18,10689.0,8.0,8.0,2.0,1.228070175,35.9,5.0,2.0,0.0,1,5.0,1
662,8,39,1900,39,1354.0,7.0,9.0,4.0,1.75,23.75,4.0,2.0,0.0,1,1.0,1
663,8,7,472,7,14512.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
665,8,6,0,6,5371.0,8.0,9.0,12.0,0.49122807,10.0,1.0,0.0,0.0,1,0.0,0
666,8,20,1250,9,4489.0,8.0,9.0,3.0,4.136363636,8.153846154,13.0,3.0,0.0,1,1.0,1
668,7,411,1992,411,76140.0,8.0,9.0,2.0,4.0,234.5,4.0,5.0,4.0,1,1.0,1
670,7,196,0,196,9590.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
671,7,356,294,356,13716.0,6.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
672,7,39,147,39,3728.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
673,7,1,0,1,2172.0,8.0,7.0,3.0,1.4,59.0,1.0,1.0,0.0,1,1.0,0
675,7,0,0,0,5330.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
676,7,265,693,265,2569.0,8.0,7.0,3.0,0.875,18.0,1.0,0.0,0.0,1,1.0,1
677,7,254,1948,254,1586.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
678,7,93,8300,93,11477.0,10.0,8.0,2.0,0.368421053,409.6666667,1.0,1.0,0.0,0,1.0,1
679,7,6,0,6,4672.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
683,7,28,0,28,4734.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
688,7,45,2994,45,8611.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
689,7,227,3350,206,3201.0,9.0,7.0,11.0,1.842105263,38.66666667,8.0,1.0,5.0,1,5.0,1
691,7,20,0,20,10387.0,7.0,10.0,4.0,3.5,19.0,1.0,0.0,0.0,1,1.0,0
694,7,17,895,17,6834.0,9.0,7.0,11.0,0.954545455,26.0,3.0,1.0,2.0,1,1.0,1
696,7,90,300,90,5351.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
697,7,121,1444,121,2062.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
698,7,82,0,82,8303.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
699,7,109,0,109,3289.0,8.0,8.0,3.0,1.06779661,12.22222222,2.0,0.0,0.0,0,0.0,0
700,7,69,0,69,1375.0,6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
701,7,64,0,64,2570.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
702,7,86,70,86,1671.0,8.0,7.0,1.0,0.368421053,59.0,2.0,0.0,0.0,1,0.0,1
703,7,92,0,92,2011.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
704,7,107,0,35,9117.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
705,7,20,0,20,4886.0,9.0,7.0,6.0,0.368421053,132.0,1.0,0.0,0.0,1,0.0,0
707,7,12,0,12,1561.0,8.0,8.0,3.0,0.98245614,18.375,2.0,0.0,0.0,1,0.0,0
709,7,89,311,75,57824.0,8.0,7.0,2.0,2.0,1306.0,2.0,1.0,1.0,0,0.0,1
710,7,54,2043,54,2287.0,8.0,7.0,4.0,0.98245614,71.125,1.0,0.0,1.0,1,0.0,1
711,7,59,2696,59,10297.0,8.0,7.0,5.0,1.350877193,24.09090909,6.0,2.0,0.0,1,5.0,1
712,7,71,14999,37,8788.0,8.0,10.0,11.0,3.5,27.25,4.0,1.0,1.0,1,0.0,1
713,7,50,0,50,2803.0,8.0,7.0,2.0,5.133333333,7.363636364,11.0,1.0,0.0,1,1.0,0
715,7,37,158,37,2187.0,10.0,7.0,0.0,0.122807018,45.0,0.0,0.0,0.0,1,0.0,1
716,7,48,200,40,727.0,9.0,8.0,4.0,0.760869565,31.8,2.0,1.0,0.0,1,0.0,1
717,7,21,1200,21,3115.0,7.0,9.0,12.0,0.859649123,51.57142857,3.0,2.0,0.0,0,3.0,1
718,7,29,2197,29,5760.0,8.0,7.0,3.0,3.929824561,600.03125,11.0,0.0,1.0,1,3.0,1
719,7,20,0,20,1868.0,7.0,7.0,6.0,2.210526316,36.0,10.0,2.0,0.0,1,9.0,0
720,7,5,22,5,4241.0,8.0,8.0,2.0,0.538461539,178.0,1.0,0.0,0.0,1,1.0,1
721,7,15,0,15,1922.0,8.0,7.0,6.0,0.636363636,17.0,2.0,1.0,0.0,0,1.0,0
722,7,4,12603,0,18023.0,7.0,8.0,4.0,0.0,0.0,0.0,1.0,1.0,1,0.0,1
723,6,365,2699,365,154593.0,9.0,9.0,5.0,7.0,622.5,2.0,18.0,21.0,1,1.0,1
724,6,260,3498,260,9162.0,10.0,10.0,10.0,4.136363636,38.53846154,13.0,2.0,11.0,1,3.0,1
725,6,415,470,415,24051.0,10.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1
726,6,106,474,106,3716.0,7.0,8.0,2.0,0.976744186,42.83333333,4.0,0.0,1.0,1,1.0,1
727,6,65,5200,50,9608.0,8.0,8.0,5.0,1.4,91.16666667,6.0,2.0,0.0,1,0.0,1
729,6,55,0,55,2312.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
730,6,176,744,176,8895.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
731,6,73,2195,73,1006.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
732,6,13,0,13,245.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
733,6,230,585,230,6532.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
734,6,5,0,5,2664.0,7.0,8.0,3.0,0.122807018,69.0,0.0,0.0,0.0,1,0.0,0
735,6,288,480,288,1959.0,7.0,6.0,3.0,1.4,22.0,1.0,0.0,0.0,0,0.0,1
736,6,290,0,290,558.0,10.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
737,6,46,900,34,5276.0,9.0,8.0,4.0,0.466666667,41.0,1.0,1.0,0.0,1,1.0,1
738,6,122,600,122,2220.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
740,6,49,0,49,2192.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
741,6,6,0,6,5299.0,8.0,7.0,1.0,0.318181818,118.0,1.0,0.0,0.0,1,0.0,0
743,6,64,500,64,623.0,8.0,8.0,7.0,0.122807018,44.0,0.0,0.0,0.0,1,0.0,1
744,6,211,0,211,1418.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
745,6,170,99,170,3401.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
750,6,140,745,140,10861.0,8.0,8.0,2.0,3.192982456,25.69230769,16.0,2.0,0.0,1,6.0,1
754,6,99,225,99,11619.0,8.0,8.0,2.0,2.863636364,82.0,9.0,8.0,1.0,0,1.0,1
756,6,62,0,62,1923.0,8.0,7.0,2.0,0.875,2.0,1.0,0.0,0.0,1,0.0,0
758,6,33,0,33,1636.0,9.0,8.0,18.0,0.245614035,25.0,0.0,0.0,0.0,1,0.0,0
760,6,3,0,3,1588.0,7.0,7.0,17.0,2.333333333,10.6,5.0,0.0,1.0,1,0.0,0
763,6,52,0,52,2425.0,8.0,7.0,2.0,0.17948718,527.0,0.0,0.0,0.0,1,0.0,0
764,6,25,2395,25,16342.0,8.0,8.0,3.0,0.617647059,16.0,2.0,0.0,2.0,0,0.0,1
765,6,46,3000,46,8294.0,10.0,6.0,15.0,1.473684211,18.83333333,2.0,0.0,1.0,1,0.0,1
766,6,101,350,101,6224.0,8.0,9.0,3.0,0.318181818,290.0,1.0,1.0,0.0,0,1.0,1
767,6,68,1300,68,3100.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
768,6,67,0,67,3545.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
769,6,32,0,32,646.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
770,6,85,4395,85,9619.0,8.0,7.0,3.0,0.49122807,36.5,1.0,1.0,0.0,1,1.0,1
771,6,10,0,10,1302.0,10.0,7.0,3.0,0.245614035,672.0,1.0,0.0,1.0,1,0.0,0
772,6,82,350,82,1391.0,8.0,7.0,4.0,0.411764706,15.0,1.0,0.0,0.0,0,0.0,1
773,6,31,1100,31,17661.0,10.0,9.0,2.0,3.561403509,17.89655172,14.0,2.0,3.0,1,2.0,1
774,6,0,499,0,4170.0,8.0,9.0,3.0,0.122807018,85.0,0.0,0.0,0.0,1,0.0,1
775,6,99,21580,20,17442.0,10.0,9.0,1.0,2.470588235,340.5,10.0,5.0,4.0,0,3.0,1
776,6,15,4400,15,1046.0,7.0,7.0,4.0,0.35,11.5,0.0,0.0,0.0,1,0.0,1
777,6,62,794,62,56760.0,8.0,10.0,1.0,2.333333333,802.5789474,8.0,0.0,2.0,1,4.0,1
778,6,92,0,30,1016.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
780,6,24,2000,24,18598.0,10.0,8.0,5.0,1.166666667,12.0,1.0,0.0,0.0,1,0.0,1
781,6,9,0,9,9215.0,7.0,7.0,2.0,2.863636364,18.33333333,9.0,6.0,1.0,0,8.0,0
782,6,30,5,30,2145.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
783,6,1,2600,1,8190.0,8.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1
784,6,8,49302,8,6963.0,7.0,10.0,5.0,3.92,58.14285714,14.0,13.0,0.0,1,4.0,1
785,6,27,600,27,5501.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
788,6,32,14492,27,13041.0,8.0,7.0,6.0,3.315789474,8.074074074,15.0,6.0,0.0,1,1.0,1
789,6,39,15295,39,3239.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
790,6,17,2300,11,5648.0,9.0,7.0,2.0,1.719298246,110.9285714,6.0,4.0,0.0,1,2.0,1
791,6,7,175,7,6743.0,8.0,8.0,2.0,0.777777778,29.5,2.0,1.0,1.0,1,0.0,1
792,6,44,2,33,377.0,8.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
793,6,5,3,5,591.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
794,6,2,0,2,1145.0,10.0,8.0,7.0,1.596491228,35.76923077,6.0,2.0,0.0,1,3.0,0
795,6,10,450,10,20450.0,9.0,9.0,2.0,0.617647059,183.0,2.0,3.0,0.0,1,1.0,1
796,6,16,0,16,31490.0,5.0,7.0,10.0,0.49122807,94.75,3.0,0.0,0.0,0,2.0,0
797,6,0,0,0,5617.0,1.0,6.0,7.0,0.736842105,36.33333333,5.0,1.0,1.0,1,1.0,0
799,5,329,0,329,4135.0,8.0,9.0,7.0,1.272727273,24.25,4.0,0.0,1.0,1,0.0,0
800,5,151,0,151,490.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
801,5,45,299,45,1651.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
802,5,91,499,91,5950.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
803,5,4,0,4,4176.0,6.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
804,5,374,995,374,23526.0,8.0,8.0,6.0,0.233333333,1266.0,1.0,0.0,1.0,1,0.0,1
805,5,303,0,303,43241.0,8.0,8.0,4.0,0.488372093,577.3333333,1.0,0.0,1.0,1,0.0,0
806,5,18,0,18,2712.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
807,5,66,300,66,4100.0,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
808,5,53,395,53,2086.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
810,5,175,1500,160,8420.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
812,5,49,0,19,46279.0,8.0,7.0,2.0,2.625,41.66666667,3.0,0.0,2.0,1,0.0,0
813,5,50,0,50,40229.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
815,5,316,2494,293,2382.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
816,5,246,0,246,5126.0,10.0,7.0,1.0,0.875,56.0,1.0,1.0,0.0,1,1.0,0
817,5,28,0,28,1070.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
819,5,15,0,15,1177.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
820,5,227,0,227,27372.0,8.0,7.0,10.0,2.701754386,5.454545455,4.0,0.0,0.0,1,1.0,0
821,5,45,3695,45,8416.0,7.0,8.0,5.0,2.1,70.27777778,9.0,2.0,5.0,1,5.0,1
822,5,197,0,197,1141.0,9.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
823,5,2,0,2,2997.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
830,5,35,450,35,7983.0,9.0,9.0,1.0,2.333333333,39.0,1.0,3.0,2.0,1,1.0,1
831,5,134,800,134,2301.0,7.0,10.0,7.0,1.12,63.75,4.0,2.0,1.0,0,3.0,1
832,5,4,0,4,1150.0,8.0,7.0,6.0,3.5,3.0,1.0,0.0,0.0,1,0.0,0
833,5,112,99,112,3398.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
834,5,84,0,84,1359.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
836,5,16,5,16,1770.0,5.0,7.0,4.0,1.105263158,43.0,3.0,1.0,2.0,1,3.0,0
837,5,19,374,19,3642.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
838,5,91,0,91,1774.0,9.0,7.0,8.0,0.233333333,27.0,1.0,0.0,0.0,1,1.0,0
839,5,10,346,10,87788.0,9.0,7.0,0.0,1.0,436.0,1.0,0.0,4.0,1,0.0,1
840,5,86,0,86,861.0,7.0,8.0,5.0,0.614035088,15.4,1.0,0.0,0.0,1,0.0,0
841,5,123,1079,45,57270.0,10.0,8.0,1.0,4.666666667,248.5,2.0,5.0,10.0,1,0.0,1
842,5,5,200,5,998.0,7.0,8.0,4.0,0.122807018,84.0,0.0,0.0,0.0,1,0.0,1
843,5,21,0,21,3547.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
844,5,2,0,2,2694.0,8.0,9.0,3.0,0.875,84.0,1.0,0.0,0.0,1,0.0,0
845,5,17,31125,17,76236.0,10.0,8.0,3.0,0.614035088,901.0,1.0,0.0,0.0,0,0.0,1
847,5,0,0,0,5393.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
848,5,65,0,65,12781.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
849,5,77,4395,77,123907.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
850,5,99,500,99,9886.0,8.0,8.0,5.0,28.0,1.96875,32.0,2.0,1.0,1,2.0,1
851,5,17,598,8,10123.0,7.0,7.0,4.0,1.473684211,229.8333333,10.0,4.0,2.0,1,2.0,1
853,5,49,3900,49,8155.0,8.0,10.0,8.0,2.566666667,111.4545455,11.0,7.0,4.0,0,4.0,1
854,5,0,0,0,1355.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
855,5,29,198,29,4536.0,9.0,7.0,7.0,0.318181818,79.0,1.0,0.0,0.0,1,1.0,1
857,5,8,0,8,3388.0,8.0,9.0,7.0,7.0,18.61538462,13.0,2.0,1.0,1,4.0,0
858,5,32,0,32,2014.0,8.0,8.0,2.0,0.859649123,14.85714286,3.0,0.0,1.0,1,2.0,0
859,5,68,100,68,7881.0,8.0,7.0,1.0,5.115384615,144.8421053,19.0,5.0,7.0,0,4.0,1
861,5,6,0,6,860.0,8.0,9.0,3.0,0.98245614,13.375,4.0,0.0,0.0,1,0.0,0
862,5,53,0,53,1957.0,7.0,10.0,7.0,2.578947368,10.04761905,10.0,1.0,0.0,0,0.0,0
863,5,25,0,25,2533.0,7.0,7.0,1.0,10.11111111,1.538461538,26.0,0.0,8.0,1,5.0,0
865,5,75,2895,70,25162.0,7.0,9.0,2.0,4.8125,137.7272727,11.0,7.0,1.0,0,11.0,1
866,5,44,300,44,24041.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1
868,5,24,0,3,3294.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
869,5,18,0,18,7159.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
871,5,14,0,14,6779.0,8.0,7.0,3.0,1.4,30.0,1.0,2.0,0.0,0,1.0,0
872,5,16,0,16,962.0,7.0,7.0,5.0,1.842105263,15.8,5.0,1.0,0.0,1,2.0,0
873,5,55,5000,55,15472.0,8.0,8.0,6.0,9.545454545,125.3666667,30.0,18.0,0.0,1,1.0,1
874,5,63,0,15,4493.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
875,5,34,0,34,8743.0,8.0,8.0,2.0,0.122807018,280.0,0.0,0.0,0.0,0,0.0,0
877,5,40,3897,34,1199.0,9.0,7.0,5.0,3.929824561,14.21875,25.0,9.0,14.0,1,4.0,1
878,5,54,100,54,1325.0,7.0,7.0,3.0,0.245614035,57.5,0.0,0.0,0.0,0,0.0,1
880,5,38,6500,38,6159.0,10.0,9.0,6.0,6.681818182,14.19047619,21.0,8.0,8.0,1,9.0,1
881,5,40,0,40,671.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
882,5,4,1201,4,1586.0,6.0,10.0,6.0,0.875,63.6,4.0,1.0,0.0,1,1.0,1
884,5,10,8300,10,19208.0,8.0,9.0,2.0,1.473684211,400.0,2.0,0.0,0.0,1,2.0,1
885,5,13,50,13,1424.0,10.0,8.0,3.0,0.368421053,129.0,2.0,2.0,0.0,0,2.0,1
886,5,26,495,26,4223.0,7.0,7.0,10.0,1.228070175,131.2,0.0,0.0,0.0,1,0.0,1
887,5,4,0,1,1059.0,7.0,9.0,6.0,0.245614035,31.0,0.0,0.0,0.0,0,0.0,0
890,5,22,500,22,8751.0,7.0,7.0,1.0,0.368421053,408.3333333,0.0,0.0,0.0,1,0.0,1
891,5,15,2200,15,5933.0,8.0,7.0,12.0,5.310344828,66.0,22.0,10.0,3.0,1,18.0,1
892,5,25,4999,25,7554.0,10.0,8.0,10.0,0.49122807,290.5,1.0,0.0,0.0,0,0.0,1
893,5,9,800,9,5537.0,10.0,6.0,11.0,0.212121212,47.0,0.0,0.0,0.0,1,0.0,1
894,5,16,1200,16,3272.0,7.0,8.0,9.0,1.228070175,81.2,3.0,0.0,0.0,1,1.0,1
895,5,18,2897,18,6552.0,8.0,7.0,4.0,0.49122807,52.75,2.0,1.0,0.0,1,2.0,1
896,5,25,601,25,1756.0,7.0,5.0,8.0,0.736842105,42.5,4.0,1.0,0.0,1,0.0,1
897,5,7,0,7,1060.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
898,5,13,1350,10,3406.0,8.0,7.0,5.0,9.8,208.7142857,7.0,4.0,15.0,1,0.0,1
899,5,5,0,5,1307.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
900,5,0,0,0,8216.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
901,4,55,0,55,5272.0,7.0,9.0,8.0,1.473684211,51.58333333,4.0,1.0,1.0,1,3.0,0
902,4,193,0,193,1768.0,7.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
903,4,344,1344,344,15995.0,8.0,7.0,2.0,3.0,15.33333333,3.0,4.0,1.0,1,1.0,1
905,4,84,698,84,12060.0,9.0,8.0,3.0,0.205882353,16.0,0.0,0.0,0.0,1,0.0,1
906,4,141,0,141,1494.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
907,4,9,0,9,1385.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
908,4,231,306,231,43780.0,10.0,7.0,5.0,10.5,248.5714286,21.0,8.0,18.0,1,11.0,1
909,4,113,0,113,2116.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
911,4,41,0,41,582.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
913,4,342,0,342,2092.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
915,4,240,0,240,3415.0,8.0,6.0,7.0,1.75,14.5,2.0,1.0,0.0,1,1.0,0
916,4,239,250,239,1449.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
917,4,161,798,161,3458.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
918,4,4,407,4,9668.0,7.0,7.0,1.0,8.350877193,9.294117647,30.0,0.0,3.0,1,24.0,1
919,4,306,796,306,20533.0,7.0,8.0,5.0,0.0,0.0,0.0,1.0,1.0,1,0.0,1
920,4,2,0,2,4721.0,8.0,7.0,9.0,0.368421053,2.666666667,0.0,0.0,0.0,1,0.0,0
921,4,0,50,0,15663.0,7.0,7.0,1.0,0.466666667,21.0,1.0,1.0,1.0,1,0.0,1
922,4,246,173,246,4019.0,8.0,7.0,6.0,0.736842105,12.33333333,5.0,1.0,4.0,1,1.0,1
923,4,19,600,19,2345.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
924,4,8,0,8,1073.0,8.0,7.0,1.0,0.122807018,54.0,0.0,0.0,0.0,1,0.0,0
925,4,24,0,24,2346.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
926,4,43,299,43,2773.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
927,4,62,699,62,1469.0,10.0,8.0,3.0,0.446808511,66.0,2.0,0.0,0.0,1,0.0,1
928,4,196,398,196,1618.0,8.0,7.0,3.0,0.368421053,10.66666667,1.0,1.0,0.0,1,0.0,1
929,4,28,895,28,13235.0,10.0,7.0,7.0,1.4,45.0,4.0,2.0,0.0,1,1.0,1
931,4,0,2,0,4528.0,8.0,8.0,11.0,0.736842105,18.83333333,0.0,0.0,0.0,1,0.0,1
935,4,0,300,0,31602.0,10.0,9.0,2.0,4.083333333,158.5714286,7.0,0.0,2.0,1,0.0,1
937,4,80,180,80,1957.0,10.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
