,booking_count,age_in_days,core_earning,active_days,followers,company tier numerical,college tier numerical,years of experience,# of posts/week,avg engagement per post last 30 days,# of Posts last 30 days,# of Comments last 30 days,# of Reactions last 30 days,gender_score,# of promotional posts,Target
1387,2.0,27.0,450.0,27.0,8224.517075460099,8.152497312268018,7.933286544085345,5.052749578264743,1.1710166967979385,74.80848323212,3.0566294709199116,1.0759668473656567,0.9068508753171358,1.0,0.9769223122132195,1
1388,2.0,123.0,1000.0,4.0,15279.25001885624,8.072393785608579,7.878751690138279,5.036726456502142,2.4159063849385705,113.70059862502795,3.623253881440898,2.513545507696273,2.5133640350888493,0.0,1.9064622952759631,1
1389,2.0,3.0,0.0,3.0,2142.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1390,2.0,1.0,0.0,1.0,3023.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1391,2.0,77.0,0.0,49.0,10985.500694156355,8.16597038098225,7.890608291972799,5.033731694873978,1.5243644098773985,88.31261340075139,3.3579341678436414,1.4839128635066687,1.4297700265174837,1.0,1.2324425589228303,0
1392,2.0,1.0,0.0,1.0,839.0,8.0,7.0,9.0,0.368421053,13.0,1.0,0.0,0.0,1.0,0.0,0
1393,2.0,0.0,0.0,0.0,3188.0,8.0,7.0,5.0,0.368421053,16.66666667,1.0,0.0,0.0,1.0,1.0,0
1394,2.0,47.0,198.0,47.0,4548.0,8.0,8.0,10.0,0.245614035,5.0,0.0,0.0,0.0,1.0,0.0,1
1395,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1396,2.0,0.0,0.0,0.0,1818.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1397,2.0,0.0,0.0,0.0,3381.0,8.0,8.0,11.0,0.466666667,1.0,1.0,0.0,0.0,1.0,0.0,0
1398,2.0,0.0,0.0,0.0,2152.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1399,2.0,0.0,0.0,0.0,758.0,8.0,7.0,0.0,1.228070175,11.9,5.0,1.0,3.0,1.0,2.0,0
1400,2.0,71.0,0.0,71.0,9167.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1401,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1402,2.0,30.0,20.0,30.0,4711.0,8.0,8.0,2.0,1.719298246,10.64285714,3.0,1.0,0.0,1.0,3.0,1
1403,2.0,66.0,100.0,66.0,464.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1404,2.0,1.0,0.0,1.0,7010.157731303532,8.117373459804869,7.957520870425219,5.062418595908009,1.145246093329627,67.21297286485972,3.027111053447659,1.0070999430266658,0.7856408201673417,1.0,0.9637164138317691,0
1405,2.0,0.0,500.0,0.0,942.0,8.0,7.0,5.0,0.245614035,66.5,1.0,1.0,0.0,1.0,1.0,1
1406,2.0,0.0,0.0,0.0,11175.0,7.0,7.0,2.0,3.5,7.666666667,3.0,0.0,0.0,1.0,3.0,0
1407,2.0,24.0,0.0,24.0,10652.0,8.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1408,2.0,4.0,0.0,4.0,1997.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1409,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1410,2.0,98.0,0.0,98.0,11804.0,9.0,7.0,6.0,0.49122807,16.75,1.0,1.0,0.0,1.0,1.0,0
1411,2.0,1.0,0.0,1.0,7010.157731303532,8.117373459804869,7.957520870425219,5.062418595908009,1.145246093329627,67.21297286485972,3.027111053447659,1.0070999430266658,0.7856408201673417,1.0,0.9637164138317691,0
1412,2.0,0.0,0.0,0.0,8380.0,7.0,9.0,5.0,0.98245614,12.75,2.0,0.0,0.0,1.0,1.0,0
1413,2.0,2.0,0.0,2.0,2664.0,10.0,10.0,7.0,0.122807018,0.0,0.0,0.0,0.0,0.0,0.0,0
1414,2.0,112.0,0.0,1.0,1898.0,7.0,9.0,6.0,2.666666667,24.25,8.0,7.0,1.0,1.0,7.0,0
1415,2.0,92.0,0.0,92.0,11033.003824714458,8.236176149322118,7.866401906421014,5.021012099320039,1.2284644972530887,88.55012456867216,3.088720368141875,1.2228333028965588,1.1903958659880909,1.0,0.9838707813242965,0
1416,2.0,60.0,199.0,60.0,13233.0,8.0,9.0,6.0,0.245614035,80.5,0.0,0.0,0.0,1.0,0.0,1
1417,2.0,69.0,198.0,69.0,1238.0,8.0,7.0,7.0,2.087719298,22.05882353,11.0,0.0,1.0,1.0,0.0,1
1418,2.0,28.0,0.0,28.0,8318.872885691384,8.160893630013048,7.930832832956368,5.050098902974287,1.0087258675456046,74.15572868423052,2.3451379866426225,1.0115453400865448,0.7775581040449974,0.0,0.7983228186103111,0
1419,2.0,11.0,0.0,11.0,1842.0,8.0,8.0,5.0,0.122807018,23.0,0.0,0.0,0.0,1.0,0.0,0
1420,2.0,10.0,148.0,10.0,29993.0,8.0,7.0,11.0,0.304347826,10.0,1.0,0.0,1.0,1.0,0.0,1
1421,2.0,0.0,0.0,0.0,3221.0,7.0,7.0,6.0,0.736842105,8.333333333,1.0,0.0,1.0,1.0,0.0,0
1422,2.0,59.0,0.0,59.0,20.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1423,2.0,105.0,3498.0,21.0,13959.576588051594,8.11045353681901,7.89493462317133,5.049581292149567,2.1847039151552576,113.09073039083734,4.028254386872126,2.1997642517485243,2.2097585703794005,1.0,1.800323714555332,1
1424,2.0,47.0,500.0,47.0,16900.0,8.0,8.0,3.0,7.0,65.0,1.0,4.0,2.0,1.0,1.0,1
1425,2.0,3.0,0.0,3.0,1776.0,7.0,7.0,4.0,5.6,18.0,4.0,4.0,1.0,1.0,1.0,0
1426,2.0,0.0,0.0,0.0,3388.0,8.0,7.0,3.0,1.866666667,183.25,4.0,2.0,2.0,1.0,2.0,0
1427,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1428,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1429,2.0,0.0,0.0,0.0,378.0,10.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1430,2.0,81.0,0.0,81.0,10546.725725510938,8.221815384655198,7.877416286685258,5.026017280226277,1.2184051297458571,85.97090842865086,3.081273088343673,1.1967556440111868,1.1414694318778906,1.0,0.9814345390999252,0
1431,2.0,0.0,0.0,0.0,2230.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1432,2.0,21.0,0.0,21.0,1977.0,10.0,7.0,12.0,0.142857143,62.0,0.0,0.0,0.0,0.0,0.0,0
1433,2.0,37.0,0.0,0.0,9415.08920830987,8.097477769740163,7.933613476160811,5.053826964849577,1.5873047162253968,79.98780332430621,3.4206503872243093,1.4844335859037785,1.350242443055998,1.0,1.30454940110221,0
1434,2.0,8.0,40.0,8.0,4253.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1435,2.0,16.0,500.0,16.0,2332.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1436,2.0,43.0,800.0,43.0,2464.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1437,2.0,34.0,1050.0,34.0,1092.0,8.0,7.0,15.0,1.228070175,25.7,8.0,0.0,0.0,1.0,6.0,1
1438,2.0,91.0,0.0,64.0,662.0,8.0,7.0,3.0,2.52,5.555555556,9.0,0.0,0.0,1.0,2.0,0
1439,2.0,0.0,0.0,0.0,7794.0,8.0,8.0,8.0,1.590909091,69.4,5.0,5.0,0.0,1.0,0.0,0
1440,2.0,2.0,0.0,2.0,1707.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1441,2.0,6.0,398.0,6.0,10992.0,10.0,7.0,4.0,0.122807018,533.0,0.0,0.0,0.0,1.0,0.0,1
1442,2.0,0.0,0.0,0.0,1441.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1443,2.0,4.0,0.0,4.0,2443.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1444,2.0,18.0,0.0,18.0,1903.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1445,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1446,2.0,0.0,0.0,0.0,10271.0,8.0,7.0,3.0,1.866666667,60.625,2.0,2.0,0.0,1.0,0.0,0
1447,2.0,0.0,0.0,0.0,3532.0,7.0,8.0,5.0,0.859649123,9.857142857,3.0,1.0,0.0,1.0,1.0,0
1448,2.0,9.0,300.0,9.0,7407.131028083714,8.12860447021443,7.950710187634964,5.0602194043087,1.153891274726608,70.08822062725761,3.0404710943579594,1.030884714137799,0.8249341855676406,1.0,0.9704532314714512,1
1449,2.0,0.0,0.0,0.0,599.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1450,2.0,3.0,0.0,3.0,7098.571931158718,8.119984507926127,7.95551825583172,5.061508563015965,1.1470750692400327,67.6819212539545,3.0284651043200594,1.011841335551279,0.7945365354601055,1.0,0.9641593669634729,0
1451,2.0,0.0,0.0,0.0,7845.0,7.0,7.0,4.0,0.225806452,3.0,0.0,0.0,0.0,1.0,0.0,0
1452,2.0,0.0,250.0,0.0,6912.0,8.0,9.0,6.0,0.614035088,29.8,1.0,0.0,0.0,1.0,0.0,1
1453,2.0,62.0,400.0,62.0,1128.0,10.0,6.0,5.0,0.245614035,3.0,0.0,0.0,0.0,1.0,0.0,1
1454,2.0,80.0,4897.0,80.0,37138.0,7.0,8.0,4.0,5.035087719,30.41463415,21.0,10.0,0.0,1.0,0.0,1
1455,2.0,0.0,0.0,0.0,1342.0,8.0,8.0,3.0,0.132075472,81.0,0.0,0.0,0.0,0.0,0.0,0
1456,2.0,12.0,0.0,12.0,2680.0,10.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1457,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1458,2.0,0.0,0.0,0.0,1729.0,8.0,7.0,7.0,0.245614035,8.5,0.0,0.0,0.0,1.0,0.0,0
1459,2.0,0.0,0.0,0.0,963.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1460,2.0,16.0,0.0,16.0,1825.0,8.0,7.0,4.0,0.636363636,30.0,2.0,1.0,1.0,1.0,0.0,0
1461,2.0,0.0,0.0,0.0,95.0,7.0,7.96952793692932,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1462,2.0,6.0,30.0,6.0,7350.6483370202905,8.13225078247166,7.952981571043232,5.060253358783649,0.9887400603066772,69.09724182478983,2.3310378107882888,0.9598719424170695,0.6800762862475208,0.0,0.7939468346728548,1
1463,2.0,0.0,0.0,0.0,6844.0,7.0,7.0,9.0,0.875,12.0,1.0,0.0,0.0,1.0,0.0,0
1464,2.0,14.0,0.0,14.0,8.0,9.0,7.0,5.0,0.166666667,1.0,0.0,0.0,0.0,1.0,0.0,0
1465,2.0,1.0,0.0,1.0,750.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1466,2.0,14.0,0.0,14.0,2882.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1467,2.0,0.0,0.0,0.0,269.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1468,2.0,0.0,400.0,0.0,7023.705961188526,8.117117026310277,7.960121878500291,5.06479486564585,1.1461039757149012,68.31110427833735,3.0370258112390567,1.0111548481146004,0.7861403014932848,1.0,0.9701149440830723,1
1469,2.0,50.0,0.0,50.0,9176.30562775557,8.181344138775694,7.908456812884492,5.040122790052949,1.1900560031345682,78.7022083976818,3.0602852998214685,1.1232640598796855,1.003585844840053,1.0,0.974568765558515,0
1470,2.0,0.0,100.0,0.0,6980.389463829088,8.11633020838575,7.9589221029165484,5.063353925676985,1.1447746979595435,67.3116500723186,3.0290819738183585,1.0063356471019198,0.7824297972640413,1.0,0.9651499389702061,1
1471,2.0,43.0,0.0,43.0,3779.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1472,2.0,42.0,1.0,42.0,2451.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1473,2.0,0.0,0.0,0.0,4976.0,7.0,7.0,4.0,1.4,50.66666667,3.0,2.0,0.0,0.0,1.0,0
1474,2.0,63.0,114.0,63.0,10574.0,7.0,8.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1
1475,2.0,19.0,50.0,19.0,1346.0,10.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1
1476,2.0,56.0,0.0,56.0,8135.0,8.0,9.0,4.0,0.245614035,28.0,1.0,1.0,0.0,1.0,1.0,0
1477,2.0,4.0,0.0,4.0,14123.0,10.0,10.0,9.0,0.49122807,44.0,2.0,0.0,0.0,1.0,0.0,0
1478,2.0,5.0,0.0,5.0,1892.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1479,2.0,0.0,0.0,0.0,3648.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1480,2.0,3.0,0.0,3.0,2224.0,1.0,7.0,1.0,2.210526316,141.7222222,14.0,7.0,7.0,1.0,8.0,0
1481,2.0,0.0,0.0,0.0,3374.0,8.0,8.0,10.0,0.245614035,55.5,1.0,0.0,0.0,1.0,0.0,0
1482,2.0,9.0,298.0,0.0,2547.0,8.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1483,2.0,10.0,700.0,10.0,7624.216914166745,8.13923010541229,7.9516558406599245,5.061651392263361,0.9953667324477878,72.26725299642132,2.3514871494393157,0.9801176097279495,0.7061545096116927,0.0,0.8059212523549972,1
1484,2.0,0.0,0.0,0.0,4335.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1485,2.0,38.0,0.0,38.0,4939.0,7.0,7.0,6.0,0.368421053,19.66666667,2.0,0.0,0.0,1.0,0.0,0
1486,2.0,39.0,39.0,39.0,8810.78212955163,8.175356681010156,7.919974423518011,5.045281044264001,1.018958041161033,76.86487387103423,2.353617965305516,1.0382494951035652,0.8269669037049996,0.0,0.8014045114993552,1
1487,2.0,0.0,0.0,0.0,959.0,8.0,9.0,3.0,0.859649123,56.0,2.0,2.0,0.0,0.0,0.0,0
1488,2.0,4.0,1000.0,4.0,26381.0,10.0,7.0,3.0,1.75,81.0,2.0,3.0,0.0,0.0,0.0,1
1489,2.0,14.0,200.0,14.0,4145.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1490,2.0,36.0,0.0,36.0,2919.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1491,2.0,31.0,0.0,31.0,3027.0,9.0,7.0,3.0,0.954545455,15.66666667,3.0,2.0,0.0,1.0,0.0,0
1492,2.0,5.0,0.0,5.0,1956.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1493,2.0,5.0,0.0,5.0,366.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494,2.0,17.0,100.0,17.0,4287.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1495,2.0,0.0,150.0,0.0,3338.0,8.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1496,2.0,0.0,300.0,0.0,703.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1497,2.0,1.0,2000.0,1.0,1946.0,7.0,7.0,5.0,8.75,55.2,5.0,3.0,5.0,1.0,0.0,1
1498,2.0,30.0,996.0,3.0,34192.0,10.0,8.0,10.0,0.777777778,146.0,3.0,5.0,0.0,1.0,0.0,1
1499,2.0,3.0,0.0,3.0,1991.0,8.0,9.0,6.0,0.49122807,36.5,1.0,1.0,0.0,1.0,1.0,0
1500,2.0,20.0,400.0,20.0,2884.0,10.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1501,2.0,1.0,0.0,1.0,7010.157731303532,8.117373459804869,7.957520870425219,5.062418595908009,1.145246093329627,67.21297286485972,3.027111053447659,1.0070999430266658,0.7856408201673417,1.0,0.9637164138317691,0
1502,2.0,0.0,0.0,0.0,4264.0,8.0,8.0,4.0,1.105263158,6.111111111,4.0,2.0,0.0,1.0,0.0,0
1503,2.0,0.0,80.0,0.0,2513.0,7.0,9.0,1.0,1.719298246,37.07142857,3.0,0.0,0.0,1.0,2.0,1
1504,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1505,2.0,0.0,0.0,0.0,452.0,9.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1506,2.0,3.0,350.0,3.0,7634.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1507,2.0,28.0,400.0,28.0,5635.0,8.0,10.0,3.0,0.245614035,56.0,1.0,0.0,0.0,1.0,0.0,1
1508,2.0,5.0,600.0,5.0,779.0,8.0,8.0,10.0,0.245614035,4.5,1.0,1.0,0.0,0.0,0.0,1
1509,2.0,11.0,4000.0,11.0,7300.0,10.0,8.0,8.0,0.122807018,12.0,0.0,0.0,0.0,1.0,0.0,1
1510,2.0,36.0,3000.0,36.0,7068.0,8.0,10.0,5.0,0.859649123,48.85714286,3.0,0.0,0.0,1.0,2.0,1
1511,2.0,0.0,0.0,0.0,6017.0,9.0,7.0,3.0,1.105263158,154.3333333,7.0,2.0,5.0,1.0,2.0,0
1512,2.0,26.0,0.0,12.0,2760.0,10.0,7.0,5.0,0.608695652,150.0,2.0,1.0,0.0,1.0,1.0,0
1513,2.0,0.0,16600.0,0.0,23473.0,7.0,8.0,10.0,3.929824561,2.25,19.0,2.0,2.0,1.0,7.0,1
1514,2.0,1.0,1399.0,1.0,7212.156997323054,8.121042654059588,7.963115823897402,5.069138179296149,1.1514449585954458,71.87376097892727,3.064155815286183,1.0295734837491344,0.8029441382230487,1.0,0.9868698876747692,1
1515,2.0,22.0,0.0,22.0,9602.0,7.0,7.0,5.0,6.877192982,3.5,16.0,0.0,1.0,1.0,0.0,0
1516,2.0,19.0,248.0,19.0,3405.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1517,2.0,1.0,0.0,1.0,2076.0,8.0,7.0,4.0,0.122807018,46.0,0.0,0.0,0.0,1.0,0.0,0
1518,2.0,3.0,400.0,3.0,10007.0,10.0,7.0,5.0,1.909090909,71.0,6.0,6.0,0.0,1.0,1.0,1
1519,2.0,47.0,16517.0,36.0,11785.513921027368,8.209130588586897,7.981472729317942,5.123102579105914,1.220922082102751,134.92577042333258,2.9051148572021686,1.4384548574677631,1.186605832322283,0.0,1.1748458329642113,1
1520,2.0,46.0,400.0,46.0,4101.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
1521,2.0,46.0,697.0,16.0,1704.0,10.0,9.0,6.0,0.736842105,9.666666667,1.0,0.0,0.0,1.0,0.0,1
1522,2.0,0.0,400.0,0.0,0.0,10.0,10.0,8.0,0.152173913,21.0,0.0,0.0,0.0,1.0,0.0,1
1523,2.0,6.0,0.0,6.0,3603.0,7.0,7.0,2.0,1.105263158,23.33333333,1.0,0.0,0.0,1.0,1.0,0
1524,2.0,38.0,1800.0,25.0,16872.0,8.0,8.0,4.0,1.719298246,365.2857143,7.0,4.0,2.0,1.0,3.0,1
1525,2.0,6.0,1500.0,6.0,3307.0,10.0,7.0,8.0,0.21875,24.0,0.0,0.0,0.0,1.0,0.0,1
1526,2.0,0.0,2000.0,0.0,7369.850736781726,8.129584409145624,7.966867941156968,5.072445629921992,0.9919820565023098,74.25347927702876,2.379140190567007,0.9772938514931679,0.6777547848079305,0.0,0.8252215088522319,1
1527,2.0,0.0,0.0,0.0,10975.0,9.0,7.0,3.0,3.684210526,76.3,24.0,4.0,19.0,1.0,0.0,0
1528,2.0,0.0,0.0,0.0,3363.0,7.0,9.0,4.0,1.166666667,48.5,5.0,4.0,0.0,1.0,1.0,0
1529,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1530,2.0,10.0,398.0,10.0,6474.0,10.0,7.0,3.0,2.8,119.5,2.0,4.0,6.0,0.0,2.0,1
1531,2.0,23.0,0.0,23.0,662.0,8.155535296865349,7.0,1.75,1.4,3.0,1.0,0.0,1.0,1.0,0.0,0
1532,2.0,29.0,0.0,29.0,2690.0,8.0,7.0,6.0,0.28,43.0,1.0,2.0,1.0,1.0,0.0,0
1533,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1534,2.0,0.0,2.0,0.0,6966.239408025002,8.11607318119707,7.958530176225859,5.06288321862049,1.1443404672261264,66.98516169835246,3.0264869869275968,1.0047613747711106,0.7812176992158216,1.0,0.963528037300003,1
1535,2.0,0.0,0.0,0.0,193.0,7.0,7.0,0.0,1.75,1300.0,1.0,0.0,1.0,1.0,1.0,0
1536,2.0,2.0,0.0,2.0,3.0,10.0,8.0,0.0,0.122807018,1.0,0.0,0.0,0.0,1.0,0.0,0
1537,2.0,13.0,100.0,2.0,2534.0,10.0,9.0,2.0,0.24137931,40.0,1.0,1.0,0.0,0.0,0.0,1
1538,2.0,29.0,0.0,29.0,22367.0,7.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1539,2.0,1.0,850.0,1.0,1345.0,10.0,8.0,3.0,1.75,1.0,7.0,0.0,3.0,1.0,7.0,1
1540,2.0,0.0,0.0,0.0,2401.0,8.0,10.0,6.0,1.964912281,17.625,13.0,10.0,0.0,1.0,2.0,0
1541,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1542,2.0,0.0,0.0,0.0,528.0,8.0,8.0,7.0,1.75,6.545454545,4.0,1.0,0.0,1.0,1.0,0
1543,2.0,1.0,300.0,1.0,2065.0,9.0,9.0,4.0,0.189189189,66.0,0.0,0.0,0.0,1.0,0.0,1
1544,2.0,0.0,100.0,0.0,6980.389463829088,8.11633020838575,7.9589221029165484,5.063353925676985,1.1447746979595435,67.3116500723186,3.0290819738183585,1.0063356471019198,0.7824297972640413,1.0,0.9651499389702061,1
1545,2.0,0.0,0.0,0.0,1055.0,8.0,6.0,5.0,0.368421053,8.666666667,0.0,0.0,0.0,1.0,0.0,0
1546,2.0,7.0,0.0,7.0,4451.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1547,2.0,0.0,700.0,0.0,5274.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
1548,2.0,0.0,10000.0,0.0,10223.0,7.0,9.0,3.0,5.403508772,45.0,26.0,5.0,1.0,1.0,14.0,1
1549,2.0,10.0,0.0,0.0,3351.0,8.0,7.0,9.0,0.49122807,62.75,2.0,0.0,0.0,1.0,1.0,0
1550,2.0,6.0,3000.0,6.0,2179.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1551,2.0,10.0,0.0,10.0,1658.0,8.0,8.0,9.0,0.482758621,26.5,2.0,0.0,1.0,1.0,2.0,0
1552,2.0,1.0,1299.0,1.0,1178.0,8.0,7.0,3.0,5.894736842,6.1875,45.0,6.0,0.0,1.0,13.0,1
1553,2.0,7.0,0.0,7.0,29655.0,7.0,7.0,7.0,7.466666667,179.28125,32.0,8.0,8.0,1.0,12.0,0
1554,2.0,9.0,100.0,1.0,7669.2634961933545,8.121887257665337,7.952882389960774,5.060908628446971,1.0802557552539702,70.97089946134784,2.4147422152316533,1.0528627984530552,0.7817405078568578,0.0,0.867739458730931,1
1555,2.0,6.0,0.0,6.0,1155.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1556,2.0,9.0,600.0,9.0,41657.0,10.0,8.0,9.0,1.590909091,284.4,5.0,5.0,0.0,1.0,0.0,1
1557,2.0,0.0,3320.0,0.0,29611.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1558,2.0,7.0,139.0,7.0,4802.0,7.0,8.0,3.0,5.090909091,46.1875,16.0,13.0,4.0,0.0,3.0,1
1559,2.0,5.0,800.0,5.0,2386.0,7.0,10.0,6.0,5.25,26.16666667,6.0,4.0,2.0,1.0,1.0,1
1560,2.0,0.0,10.0,0.0,1164.0,8.0,9.0,3.0,0.122807018,44.0,0.0,0.0,0.0,1.0,0.0,1
1561,2.0,0.0,0.0,0.0,6965.950631375939,8.116067935744239,7.958522177721968,5.06287361235403,1.144331605374424,66.97849867031233,3.026434028011459,1.0047292467643594,0.7811929625209598,1.0,0.9634949372659173,0
1562,2.0,0.0,166.0,0.0,33957.0,7.0,9.0,12.0,0.807692308,338.3333333,3.0,3.0,0.0,1.0,0.0,1
1563,2.0,0.0,348.0,0.0,4360.0,10.0,7.0,8.0,0.368421053,57.0,1.0,0.0,0.0,1.0,0.0,1
1564,2.0,0.0,400.0,0.0,1614.0,8.0,9.0,14.0,0.318181818,15.0,1.0,0.0,0.0,1.0,0.0,1
1565,2.0,6.0,1700.0,6.0,1038.0,7.0,7.0,6.0,2.210526316,2.166666667,6.0,1.0,3.0,0.0,1.0,1
1566,2.0,8.0,1197.0,5.0,3747.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1567,2.0,5.0,2500.0,5.0,3625.0,10.0,7.0,5.0,0.24137931,336.0,1.0,0.0,1.0,1.0,1.0,1
1568,2.0,0.0,0.0,0.0,1232.0,10.0,7.0,8.0,0.245614035,20.5,1.0,0.0,0.0,0.0,1.0,0
1569,2.0,1.0,0.0,1.0,1785.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
